codeDepartement;nomDepartement;codeCirconscription;nomCirconscription;codeCommune;nomCommune
1;Ain;101;1ère circonscription;01016;Arbigny
1;Ain;101;1ère circonscription;01024;Attignat
1;Ain;101;1ère circonscription;01029;Beaupont
1;Ain;101;1ère circonscription;01038;Bény
1;Ain;101;1ère circonscription;01040;Béréziat
1;Ain;101;1ère circonscription;01050;Boissey
1;Ain;101;1ère circonscription;01053;Bourg-en-Bresse
1;Ain;101;1ère circonscription;01057;Boz
1;Ain;101;1ère circonscription;01065;Buellas
1;Ain;101;1ère circonscription;01069;Certines
1;Ain;101;1ère circonscription;01072;Ceyzériat
1;Ain;101;1ère circonscription;01094;Chavannes-sur-Reyssouze
1;Ain;101;1ère circonscription;01095;Nivigne et Suran
1;Ain;101;1ère circonscription;01102;Chevroux
1;Ain;101;1ère circonscription;01106;Cize
1;Ain;101;1ère circonscription;01108;Coligny
1;Ain;101;1ère circonscription;01115;Confrançon
1;Ain;101;1ère circonscription;01124;Cormoz
1;Ain;101;1ère circonscription;01125;Corveissiat
1;Ain;101;1ère circonscription;01127;Courmangoux
1;Ain;101;1ère circonscription;01128;Courtes
1;Ain;101;1ère circonscription;01130;Bresse Vallons
1;Ain;101;1ère circonscription;01139;Curciat-Dongalon
1;Ain;101;1ère circonscription;01140;Curtafond
1;Ain;101;1ère circonscription;01145;Dompierre-sur-Veyle
1;Ain;101;1ère circonscription;01147;Domsure
1;Ain;101;1ère circonscription;01150;Drom
1;Ain;101;1ère circonscription;01151;Druillat
1;Ain;101;1ère circonscription;01163;Foissiat
1;Ain;101;1ère circonscription;01175;Gorrevod
1;Ain;101;1ère circonscription;01177;Grand-Corent
1;Ain;101;1ère circonscription;01184;Hautecourt-Romanèche
1;Ain;101;1ère circonscription;01195;Jasseron
1;Ain;101;1ère circonscription;01196;Jayat
1;Ain;101;1ère circonscription;01197;Journans
1;Ain;101;1ère circonscription;01212;Lescheroux
1;Ain;101;1ère circonscription;01229;Malafretaz
1;Ain;101;1ère circonscription;01230;Mantenay-Montlin
1;Ain;101;1ère circonscription;01232;Marboz
1;Ain;101;1ère circonscription;01236;Marsonnas
1;Ain;101;1ère circonscription;01241;Meillonnas
1;Ain;101;1ère circonscription;01245;Bohas-Meyriat-Rignat
1;Ain;101;1ère circonscription;01259;Montcet
1;Ain;101;1ère circonscription;01266;Montrevel-en-Bresse
1;Ain;101;1ère circonscription;01273;Neuville-sur-Ain
1;Ain;101;1ère circonscription;01284;Ozan
1;Ain;101;1ère circonscription;01296;Pirajoux
1;Ain;101;1ère circonscription;01301;Polliat
1;Ain;101;1ère circonscription;01304;Pont-d'Ain
1;Ain;101;1ère circonscription;01305;Pont-de-Vaux
1;Ain;101;1ère circonscription;01309;Pouillat
1;Ain;101;1ère circonscription;01314;Priay
1;Ain;101;1ère circonscription;01317;Ramasse
1;Ain;101;1ère circonscription;01321;Revonnas
1;Ain;101;1ère circonscription;01323;Reyssouze
1;Ain;101;1ère circonscription;01337;Saint-Bénigne
1;Ain;101;1ère circonscription;01344;Saint-Denis-lès-Bourg
1;Ain;101;1ère circonscription;01346;Saint-Didier-d'Aussiat
1;Ain;101;1ère circonscription;01350;Saint-Etienne-du-Bois
1;Ain;101;1ère circonscription;01352;Saint-Etienne-sur-Reyssouze
1;Ain;101;1ère circonscription;01364;Saint-Jean-sur-Reyssouze
1;Ain;101;1ère circonscription;01367;Saint-Julien-sur-Reyssouze
1;Ain;101;1ère circonscription;01374;Saint-Martin-du-Mont
1;Ain;101;1ère circonscription;01375;Saint-Martin-le-Châtel
1;Ain;101;1ère circonscription;01380;Saint-Nizier-le-Bouchoux
1;Ain;101;1ère circonscription;01387;Saint-Sulpice
1;Ain;101;1ère circonscription;01388;Saint-Trivier-de-Courtes
1;Ain;101;1ère circonscription;01391;Salavre
1;Ain;101;1ère circonscription;01402;Sermoyer
1;Ain;101;1ère circonscription;01406;Servignat
1;Ain;101;1ère circonscription;01408;Simandre-sur-Suran
1;Ain;101;1ère circonscription;01422;Tossiat
1;Ain;101;1ère circonscription;01425;La Tranclière
1;Ain;101;1ère circonscription;01426;Val-Revermont
1;Ain;101;1ère circonscription;01429;Vandeins
1;Ain;101;1ère circonscription;01430;Varambon
1;Ain;101;1ère circonscription;01432;Verjon
1;Ain;101;1ère circonscription;01433;Vernoux
1;Ain;101;1ère circonscription;01437;Vescours
1;Ain;101;1ère circonscription;01445;Villemotier
1;Ain;101;1ère circonscription;01447;Villereversure
1;Ain;101;1ère circonscription;01451;Viriat
1;Ain;102;2ème circonscription;01008;Ambutrix
1;Ain;102;2ème circonscription;01021;Ars-sur-Formans
1;Ain;102;2ème circonscription;01027;Balan
1;Ain;102;2ème circonscription;01030;Beauregard
1;Ain;102;2ème circonscription;01032;Béligneux
1;Ain;102;2ème circonscription;01043;Beynost
1;Ain;102;2ème circonscription;01047;Blyes
1;Ain;102;2ème circonscription;01049;La Boisse
1;Ain;102;2ème circonscription;01054;Bourg-Saint-Christophe
1;Ain;102;2ème circonscription;01062;Bressolles
1;Ain;102;2ème circonscription;01088;Charnoz-sur-Ain
1;Ain;102;2ème circonscription;01099;Chazey-sur-Ain
1;Ain;102;2ème circonscription;01105;Civrieux
1;Ain;102;2ème circonscription;01142;Dagneux
1;Ain;102;2ème circonscription;01156;Faramans
1;Ain;102;2ème circonscription;01166;Frans
1;Ain;102;2ème circonscription;01194;Jassans-Riottier
1;Ain;102;2ème circonscription;01198;Joyeux
1;Ain;102;2ème circonscription;01202;Lagnieu
1;Ain;102;2ème circonscription;01213;Leyment
1;Ain;102;2ème circonscription;01224;Loyettes
1;Ain;102;2ème circonscription;01238;Massieux
1;Ain;102;2ème circonscription;01244;Meximieux
1;Ain;102;2ème circonscription;01248;Mionnay
1;Ain;102;2ème circonscription;01249;Miribel
1;Ain;102;2ème circonscription;01250;Misérieux
1;Ain;102;2ème circonscription;01260;Le Montellier
1;Ain;102;2ème circonscription;01262;Montluel
1;Ain;102;2ème circonscription;01275;Neyron
1;Ain;102;2ème circonscription;01276;Niévroz
1;Ain;102;2ème circonscription;01285;Parcieux
1;Ain;102;2ème circonscription;01290;Pérouges
1;Ain;102;2ème circonscription;01297;Pizay
1;Ain;102;2ème circonscription;01318;Rancé
1;Ain;102;2ème circonscription;01322;Reyrieux
1;Ain;102;2ème circonscription;01325;Rignieux-le-Franc
1;Ain;102;2ème circonscription;01333;Saint-André-de-Corcy
1;Ain;102;2ème circonscription;01339;Saint-Bernard
1;Ain;102;2ème circonscription;01342;Sainte-Croix
1;Ain;102;2ème circonscription;01347;Saint-Didier-de-Formans
1;Ain;102;2ème circonscription;01349;Saint-Eloi
1;Ain;102;2ème circonscription;01353;Sainte-Euphémie
1;Ain;102;2ème circonscription;01361;Saint-Jean-de-Niost
1;Ain;102;2ème circonscription;01362;Saint-Jean-de-Thurigneux
1;Ain;102;2ème circonscription;01366;Sainte-Julie
1;Ain;102;2ème circonscription;01376;Saint-Maurice-de-Beynost
1;Ain;102;2ème circonscription;01378;Saint-Maurice-de-Gourdans
1;Ain;102;2ème circonscription;01386;Saint-Sorlin-en-Bugey
1;Ain;102;2ème circonscription;01390;Saint-Vulbas
1;Ain;102;2ème circonscription;01396;Sault-Brénaz
1;Ain;102;2ème circonscription;01411;Souclin
1;Ain;102;2ème circonscription;01418;Thil
1;Ain;102;2ème circonscription;01423;Toussieux
1;Ain;102;2ème circonscription;01424;Tramoyes
1;Ain;102;2ème circonscription;01427;Trévoux
1;Ain;102;2ème circonscription;01431;Vaux-en-Bugey
1;Ain;102;2ème circonscription;01444;Villebois
1;Ain;102;2ème circonscription;01450;Villieu-Loyes-Mollon
1;Ain;103;3ème circonscription;01006;Ambléon
1;Ain;103;3ème circonscription;01009;Andert-et-Condon
1;Ain;103;3ème circonscription;01010;Anglefort
1;Ain;103;3ème circonscription;01015;Arboys en Bugey
1;Ain;103;3ème circonscription;01033;Valserhône
1;Ain;103;3ème circonscription;01034;Belley
1;Ain;103;3ème circonscription;01044;Billiat
1;Ain;103;3ème circonscription;01058;Brégnier-Cordon
1;Ain;103;3ème circonscription;01061;Brens
1;Ain;103;3ème circonscription;01071;Cessy
1;Ain;103;3ème circonscription;01078;Challex
1;Ain;103;3ème circonscription;01081;Champfromier
1;Ain;103;3ème circonscription;01082;Chanay
1;Ain;103;3ème circonscription;01098;Chazey-Bons
1;Ain;103;3ème circonscription;01103;Chevry
1;Ain;103;3ème circonscription;01104;Chézery-Forens
1;Ain;103;3ème circonscription;01109;Collonges
1;Ain;103;3ème circonscription;01110;Colomieu
1;Ain;103;3ème circonscription;01114;Confort
1;Ain;103;3ème circonscription;01117;Conzieu
1;Ain;103;3ème circonscription;01118;Corbonod
1;Ain;103;3ème circonscription;01133;Cressin-Rochefort
1;Ain;103;3ème circonscription;01135;Crozet
1;Ain;103;3ème circonscription;01138;Culoz
1;Ain;103;3ème circonscription;01143;Divonne-les-Bains
1;Ain;103;3ème circonscription;01153;Echenevex
1;Ain;103;3ème circonscription;01158;Farges
1;Ain;103;3ème circonscription;01160;Ferney-Voltaire
1;Ain;103;3ème circonscription;01173;Gex
1;Ain;103;3ème circonscription;01174;Giron
1;Ain;103;3ème circonscription;01180;Grilly
1;Ain;103;3ème circonscription;01189;Injoux-Génissiat
1;Ain;103;3ème circonscription;01193;Izieu
1;Ain;103;3ème circonscription;01208;Lavours
1;Ain;103;3ème circonscription;01209;Léaz
1;Ain;103;3ème circonscription;01210;Lélex
1;Ain;103;3ème circonscription;01215;Surjoux-Lhopital
1;Ain;103;3ème circonscription;01227;Magnieu
1;Ain;103;3ème circonscription;01239;Massignieu-de-Rives
1;Ain;103;3ème circonscription;01247;Mijoux
1;Ain;103;3ème circonscription;01257;Montanges
1;Ain;103;3ème circonscription;01268;Murs-et-Gélignieux
1;Ain;103;3ème circonscription;01281;Ornex
1;Ain;103;3ème circonscription;01286;Parves et Nattages
1;Ain;103;3ème circonscription;01288;Péron
1;Ain;103;3ème circonscription;01294;Peyrieu
1;Ain;103;3ème circonscription;01298;Plagne
1;Ain;103;3ème circonscription;01302;Pollieu
1;Ain;103;3ème circonscription;01308;Pougny
1;Ain;103;3ème circonscription;01310;Prémeyzel
1;Ain;103;3ème circonscription;01313;Prévessin-Moëns
1;Ain;103;3ème circonscription;01354;Saint-Genis-Pouilly
1;Ain;103;3ème circonscription;01357;Saint-Germain-de-Joux
1;Ain;103;3ème circonscription;01358;Saint-Germain-les-Paroisses
1;Ain;103;3ème circonscription;01360;Saint-Jean-de-Gonville
1;Ain;103;3ème circonscription;01397;Sauverny
1;Ain;103;3ème circonscription;01399;Ségny
1;Ain;103;3ème circonscription;01401;Sergy
1;Ain;103;3ème circonscription;01407;Seyssel
1;Ain;103;3ème circonscription;01419;Thoiry
1;Ain;103;3ème circonscription;01435;Versonnex
1;Ain;103;3ème circonscription;01436;Vesancy
1;Ain;103;3ème circonscription;01448;Villes
1;Ain;103;3ème circonscription;01454;Virignin
1;Ain;104;4ème circonscription;01001;L'Abergement-Clémenciat
1;Ain;104;4ème circonscription;01005;Ambérieux-en-Dombes
1;Ain;104;4ème circonscription;01023;Asnières-sur-Saône
1;Ain;104;4ème circonscription;01025;Bâgé-Dommartin
1;Ain;104;4ème circonscription;01026;Bâgé-le-Châtel
1;Ain;104;4ème circonscription;01028;Baneins
1;Ain;104;4ème circonscription;01042;Bey
1;Ain;104;4ème circonscription;01045;Birieux
1;Ain;104;4ème circonscription;01046;Biziat
1;Ain;104;4ème circonscription;01052;Bouligneux
1;Ain;104;4ème circonscription;01053;Bourg-en-Bresse
1;Ain;104;4ème circonscription;01074;Chalamont
1;Ain;104;4ème circonscription;01075;Chaleins
1;Ain;104;4ème circonscription;01083;Chaneins
1;Ain;104;4ème circonscription;01084;Chanoz-Châtenay
1;Ain;104;4ème circonscription;01085;La Chapelle-du-Châtelard
1;Ain;104;4ème circonscription;01090;Châtenay
1;Ain;104;4ème circonscription;01092;Châtillon-la-Palud
1;Ain;104;4ème circonscription;01093;Châtillon-sur-Chalaronne
1;Ain;104;4ème circonscription;01096;Chaveyriat
1;Ain;104;4ème circonscription;01113;Condeissiat
1;Ain;104;4ème circonscription;01123;Cormoranche-sur-Saône
1;Ain;104;4ème circonscription;01129;Crans
1;Ain;104;4ème circonscription;01134;Crottet
1;Ain;104;4ème circonscription;01136;Cruzilles-lès-Mépillat
1;Ain;104;4ème circonscription;01146;Dompierre-sur-Chalaronne
1;Ain;104;4ème circonscription;01157;Fareins
1;Ain;104;4ème circonscription;01159;Feillens
1;Ain;104;4ème circonscription;01165;Francheleins
1;Ain;104;4ème circonscription;01167;Garnerans
1;Ain;104;4ème circonscription;01169;Genouilleux
1;Ain;104;4ème circonscription;01179;Grièges
1;Ain;104;4ème circonscription;01183;Guéreins
1;Ain;104;4ème circonscription;01188;Illiat
1;Ain;104;4ème circonscription;01203;Laiz
1;Ain;104;4ème circonscription;01207;Lapeyrouse
1;Ain;104;4ème circonscription;01211;Lent
1;Ain;104;4ème circonscription;01225;Lurcy
1;Ain;104;4ème circonscription;01231;Manziat
1;Ain;104;4ème circonscription;01235;Marlieux
1;Ain;104;4ème circonscription;01243;Messimy-sur-Saône
1;Ain;104;4ème circonscription;01246;Mézériat
1;Ain;104;4ème circonscription;01252;Mogneneins
1;Ain;104;4ème circonscription;01254;Montagnat
1;Ain;104;4ème circonscription;01258;Montceaux
1;Ain;104;4ème circonscription;01261;Monthieux
1;Ain;104;4ème circonscription;01263;Montmerle-sur-Saône
1;Ain;104;4ème circonscription;01264;Montracol
1;Ain;104;4ème circonscription;01272;Neuville-les-Dames
1;Ain;104;4ème circonscription;01289;Péronnas
1;Ain;104;4ème circonscription;01291;Perrex
1;Ain;104;4ème circonscription;01295;Peyzieux-sur-Saône
1;Ain;104;4ème circonscription;01299;Le Plantay
1;Ain;104;4ème circonscription;01306;Pont-de-Veyle
1;Ain;104;4ème circonscription;01319;Relevant
1;Ain;104;4ème circonscription;01320;Replonges
1;Ain;104;4ème circonscription;01328;Romans
1;Ain;104;4ème circonscription;01332;Saint-André-de-Bâgé
1;Ain;104;4ème circonscription;01334;Saint-André-d'Huiriat
1;Ain;104;4ème circonscription;01335;Saint-André-le-Bouchoux
1;Ain;104;4ème circonscription;01336;Saint-André-sur-Vieux-Jonc
1;Ain;104;4ème circonscription;01343;Saint-Cyr-sur-Menthon
1;Ain;104;4ème circonscription;01348;Saint-Didier-sur-Chalaronne
1;Ain;104;4ème circonscription;01351;Saint-Etienne-sur-Chalaronne
1;Ain;104;4ème circonscription;01355;Saint-Genis-sur-Menthon
1;Ain;104;4ème circonscription;01356;Saint-Georges-sur-Renon
1;Ain;104;4ème circonscription;01359;Saint-Germain-sur-Renon
1;Ain;104;4ème circonscription;01365;Saint-Jean-sur-Veyle
1;Ain;104;4ème circonscription;01368;Saint-Julien-sur-Veyle
1;Ain;104;4ème circonscription;01369;Saint-Just
1;Ain;104;4ème circonscription;01370;Saint-Laurent-sur-Saône
1;Ain;104;4ème circonscription;01371;Saint-Marcel
1;Ain;104;4ème circonscription;01381;Saint-Nizier-le-Désert
1;Ain;104;4ème circonscription;01382;Sainte-Olive
1;Ain;104;4ème circonscription;01383;Saint-Paul-de-Varax
1;Ain;104;4ème circonscription;01385;Saint-Rémy
1;Ain;104;4ème circonscription;01389;Saint-Trivier-sur-Moignans
1;Ain;104;4ème circonscription;01393;Sandrans
1;Ain;104;4ème circonscription;01398;Savigneux
1;Ain;104;4ème circonscription;01405;Servas
1;Ain;104;4ème circonscription;01412;Sulignat
1;Ain;104;4ème circonscription;01420;Thoissey
1;Ain;104;4ème circonscription;01428;Valeins
1;Ain;104;4ème circonscription;01434;Versailleux
1;Ain;104;4ème circonscription;01439;Vésines
1;Ain;104;4ème circonscription;01443;Villars-les-Dombes
1;Ain;104;4ème circonscription;01446;Villeneuve
1;Ain;104;4ème circonscription;01449;Villette-sur-Ain
1;Ain;104;4ème circonscription;01457;Vonnas
1;Ain;105;5ème circonscription;01002;L'Abergement-de-Varey
1;Ain;105;5ème circonscription;01004;Ambérieu-en-Bugey
1;Ain;105;5ème circonscription;01007;Ambronay
1;Ain;105;5ème circonscription;01011;Apremont
1;Ain;105;5ème circonscription;01012;Aranc
1;Ain;105;5ème circonscription;01013;Arandas
1;Ain;105;5ème circonscription;01014;Arbent
1;Ain;105;5ème circonscription;01017;Argis
1;Ain;105;5ème circonscription;01019;Armix
1;Ain;105;5ème circonscription;01022;Artemare
1;Ain;105;5ème circonscription;01031;Bellignat
1;Ain;105;5ème circonscription;01035;Belleydoux
1;Ain;105;5ème circonscription;01036;Valromey-sur-Seran
1;Ain;105;5ème circonscription;01037;Bénonces
1;Ain;105;5ème circonscription;01039;Béon
1;Ain;105;5ème circonscription;01041;Bettant
1;Ain;105;5ème circonscription;01051;Bolozon
1;Ain;105;5ème circonscription;01056;Boyeux-Saint-Jérôme
1;Ain;105;5ème circonscription;01060;Brénod
1;Ain;105;5ème circonscription;01063;Brion
1;Ain;105;5ème circonscription;01064;Briord
1;Ain;105;5ème circonscription;01066;La Burbanche
1;Ain;105;5ème circonscription;01067;Ceignes
1;Ain;105;5ème circonscription;01068;Cerdon
1;Ain;105;5ème circonscription;01073;Ceyzérieu
1;Ain;105;5ème circonscription;01076;Chaley
1;Ain;105;5ème circonscription;01077;Challes-la-Montagne
1;Ain;105;5ème circonscription;01079;Champagne-en-Valromey
1;Ain;105;5ème circonscription;01080;Champdor-Corcelles
1;Ain;105;5ème circonscription;01087;Charix
1;Ain;105;5ème circonscription;01089;Château-Gaillard
1;Ain;105;5ème circonscription;01098;Chazey-Bons
1;Ain;105;5ème circonscription;01100;Cheignieu-la-Balme
1;Ain;105;5ème circonscription;01101;Chevillard
1;Ain;105;5ème circonscription;01107;Cleyzieu
1;Ain;105;5ème circonscription;01111;Conand
1;Ain;105;5ème circonscription;01112;Condamine
1;Ain;105;5ème circonscription;01116;Contrevoz
1;Ain;105;5ème circonscription;01121;Corlier
1;Ain;105;5ème circonscription;01141;Cuzieu
1;Ain;105;5ème circonscription;01148;Dortan
1;Ain;105;5ème circonscription;01149;Douvres
1;Ain;105;5ème circonscription;01152;Echallon
1;Ain;105;5ème circonscription;01155;Evosges
1;Ain;105;5ème circonscription;01162;Flaxieu
1;Ain;105;5ème circonscription;01170;Beard-Géovreissiat
1;Ain;105;5ème circonscription;01171;Géovreisset
1;Ain;105;5ème circonscription;01181;Groissiat
1;Ain;105;5ème circonscription;01185;Plateau d'Hauteville
1;Ain;105;5ème circonscription;01187;Haut Valromey
1;Ain;105;5ème circonscription;01190;Innimond
1;Ain;105;5ème circonscription;01191;Izenave
1;Ain;105;5ème circonscription;01192;Izernore
1;Ain;105;5ème circonscription;01199;Jujurieux
1;Ain;105;5ème circonscription;01200;Labalme
1;Ain;105;5ème circonscription;01204;Le Poizat-Lalleyriat
1;Ain;105;5ème circonscription;01206;Lantenay
1;Ain;105;5ème circonscription;01214;Leyssard
1;Ain;105;5ème circonscription;01216;Lhuis
1;Ain;105;5ème circonscription;01219;Lompnas
1;Ain;105;5ème circonscription;01228;Maillat
1;Ain;105;5ème circonscription;01233;Marchamp
1;Ain;105;5ème circonscription;01234;Marignieu
1;Ain;105;5ème circonscription;01237;Martignat
1;Ain;105;5ème circonscription;01240;Matafelon-Granges
1;Ain;105;5ème circonscription;01242;Mérignat
1;Ain;105;5ème circonscription;01255;Montagnieu
1;Ain;105;5ème circonscription;01265;Montréal-la-Cluse
1;Ain;105;5ème circonscription;01267;Nurieux-Volognat
1;Ain;105;5ème circonscription;01269;Nantua
1;Ain;105;5ème circonscription;01274;Les Neyrolles
1;Ain;105;5ème circonscription;01277;Nivollet-Montgriffon
1;Ain;105;5ème circonscription;01279;Oncieu
1;Ain;105;5ème circonscription;01280;Ordonnaz
1;Ain;105;5ème circonscription;01282;Outriaz
1;Ain;105;5ème circonscription;01283;Oyonnax
1;Ain;105;5ème circonscription;01293;Peyriat
1;Ain;105;5ème circonscription;01303;Poncin
1;Ain;105;5ème circonscription;01307;Port
1;Ain;105;5ème circonscription;01311;Prémillieu
1;Ain;105;5ème circonscription;01329;Rossillon
1;Ain;105;5ème circonscription;01330;Ruffieu
1;Ain;105;5ème circonscription;01331;Saint-Alban
1;Ain;105;5ème circonscription;01338;Groslée-Saint-Benoît
1;Ain;105;5ème circonscription;01345;Saint-Denis-en-Bugey
1;Ain;105;5ème circonscription;01363;Saint-Jean-le-Vieux
1;Ain;105;5ème circonscription;01372;Saint-Martin-de-Bavel
1;Ain;105;5ème circonscription;01373;Saint-Martin-du-Frêne
1;Ain;105;5ème circonscription;01379;Saint-Maurice-de-Rémens
1;Ain;105;5ème circonscription;01384;Saint-Rambert-en-Bugey
1;Ain;105;5ème circonscription;01392;Samognat
1;Ain;105;5ème circonscription;01400;Seillonnaz
1;Ain;105;5ème circonscription;01403;Serrières-de-Briord
1;Ain;105;5ème circonscription;01404;Serrières-sur-Ain
1;Ain;105;5ème circonscription;01410;Sonthonnax-la-Montagne
1;Ain;105;5ème circonscription;01415;Talissieu
1;Ain;105;5ème circonscription;01416;Tenay
1;Ain;105;5ème circonscription;01421;Torcieu
1;Ain;105;5ème circonscription;01441;Vieu-d'Izenave
1;Ain;105;5ème circonscription;01452;Virieu-le-Grand
1;Ain;105;5ème circonscription;01453;Arviere-en-Valromey
1;Ain;105;5ème circonscription;01456;Vongnes
2;Aisne;201;1ère circonscription;02002;Achery
2;Aisne;201;1ère circonscription;02005;Aguilcourt
2;Aisne;201;1ère circonscription;02007;Aizelles
2;Aisne;201;1ère circonscription;02013;Amifontaine
2;Aisne;201;1ère circonscription;02016;Andelain
2;Aisne;201;1ère circonscription;02017;Anguilcourt-le-Sart
2;Aisne;201;1ère circonscription;02018;Anizy-le-Grand
2;Aisne;201;1ère circonscription;02021;Archon
2;Aisne;201;1ère circonscription;02024;Arrancy
2;Aisne;201;1ère circonscription;02027;Assis-sur-Serre
2;Aisne;201;1ère circonscription;02028;Athies-sous-Laon
2;Aisne;201;1ère circonscription;02033;Aubigny-en-Laonnois
2;Aisne;201;1ère circonscription;02037;Aulnois-sous-Laon
2;Aisne;201;1ère circonscription;02038;Les Autels
2;Aisne;201;1ère circonscription;02046;Barenton-Bugny
2;Aisne;201;1ère circonscription;02047;Barenton-Cel
2;Aisne;201;1ère circonscription;02048;Barenton-sur-Serre
2;Aisne;201;1ère circonscription;02052;Bassoles-Aulers
2;Aisne;201;1ère circonscription;02058;Beaurieux
2;Aisne;201;1ère circonscription;02069;Berlise
2;Aisne;201;1ère circonscription;02072;Berrieux
2;Aisne;201;1ère circonscription;02073;Berry-au-Bac
2;Aisne;201;1ère circonscription;02074;Bertaucourt-Epourdon
2;Aisne;201;1ère circonscription;02076;Bertricourt
2;Aisne;201;1ère circonscription;02080;Besny-et-Loizy
2;Aisne;201;1ère circonscription;02088;Bièvres
2;Aisne;201;1ère circonscription;02096;Bois-lès-Pargny
2;Aisne;201;1ère circonscription;02097;Boncourt
2;Aisne;201;1ère circonscription;02102;Bouconville-Vauclair
2;Aisne;201;1ère circonscription;02104;Bouffignereux
2;Aisne;201;1ère circonscription;02106;Bourg-et-Comin
2;Aisne;201;1ère circonscription;02108;Bourguignon-sous-Montbavin
2;Aisne;201;1ère circonscription;02111;Brancourt-en-Laonnois
2;Aisne;201;1ère circonscription;02115;Braye-en-Laonnois
2;Aisne;201;1ère circonscription;02122;Brie
2;Aisne;201;1ère circonscription;02126;Brunehamel
2;Aisne;201;1ère circonscription;02128;Bruyères-et-Montbérault
2;Aisne;201;1ère circonscription;02132;Bucy-lès-Cerny
2;Aisne;201;1ère circonscription;02133;Bucy-lès-Pierrepont
2;Aisne;201;1ère circonscription;02150;Cerny-en-Laonnois
2;Aisne;201;1ère circonscription;02151;Cerny-lès-Bucy
2;Aisne;201;1ère circonscription;02153;Cessières-Suzy
2;Aisne;201;1ère circonscription;02155;Chaillevois
2;Aisne;201;1ère circonscription;02156;Chalandry
2;Aisne;201;1ère circonscription;02157;Chambry
2;Aisne;201;1ère circonscription;02158;Chamouille
2;Aisne;201;1ère circonscription;02160;Chaourse
2;Aisne;201;1ère circonscription;02165;Charmes
2;Aisne;201;1ère circonscription;02171;Chaudardes
2;Aisne;201;1ère circonscription;02177;Chérêt
2;Aisne;201;1ère circonscription;02178;Chermizy-Ailles
2;Aisne;201;1ère circonscription;02180;Chéry-lès-Pouilly
2;Aisne;201;1ère circonscription;02181;Chéry-lès-Rozoy
2;Aisne;201;1ère circonscription;02183;Chevregny
2;Aisne;201;1ère circonscription;02189;Chivres-en-Laonnois
2;Aisne;201;1ère circonscription;02191;Chivy-lès-Etouvelles
2;Aisne;201;1ère circonscription;02196;Clacy-et-Thierret
2;Aisne;201;1ère circonscription;02200;Clermont-les-Fermes
2;Aisne;201;1ère circonscription;02205;Colligis-Crandelain
2;Aisne;201;1ère circonscription;02208;Concevreux
2;Aisne;201;1ère circonscription;02211;Condé-sur-Suippe
2;Aisne;201;1ère circonscription;02215;Corbeny
2;Aisne;201;1ère circonscription;02218;Coucy-lès-Eppes
2;Aisne;201;1ère circonscription;02222;Courbes
2;Aisne;201;1ère circonscription;02229;Courtrizy-et-Fussigny
2;Aisne;201;1ère circonscription;02231;Couvron-et-Aumencourt
2;Aisne;201;1ère circonscription;02234;Craonne
2;Aisne;201;1ère circonscription;02235;Craonnelle
2;Aisne;201;1ère circonscription;02237;Crécy-sur-Serre
2;Aisne;201;1ère circonscription;02238;Crépy
2;Aisne;201;1ère circonscription;02250;Cuiry-lès-Chaudardes
2;Aisne;201;1ère circonscription;02251;Cuiry-lès-Iviers
2;Aisne;201;1ère circonscription;02252;Cuissy-et-Geny
2;Aisne;201;1ère circonscription;02256;Dagny-Lambercy
2;Aisne;201;1ère circonscription;02260;Danizy
2;Aisne;201;1ère circonscription;02261;Dercy
2;Aisne;201;1ère circonscription;02262;Deuillet
2;Aisne;201;1ère circonscription;02264;Dizy-le-Gros
2;Aisne;201;1ère circonscription;02265;Dohis
2;Aisne;201;1ère circonscription;02266;Dolignon
2;Aisne;201;1ère circonscription;02274;Ebouleau
2;Aisne;201;1ère circonscription;02282;Eppes
2;Aisne;201;1ère circonscription;02294;Etouvelles
2;Aisne;201;1ère circonscription;02299;Evergnicourt
2;Aisne;201;1ère circonscription;02304;La Fère
2;Aisne;201;1ère circonscription;02309;Festieux
2;Aisne;201;1ère circonscription;02329;Fourdrain
2;Aisne;201;1ère circonscription;02335;Fressancourt
2;Aisne;201;1ère circonscription;02344;Cormicy
2;Aisne;201;1ère circonscription;02346;Gizy
2;Aisne;201;1ère circonscription;02349;Goudelancourt-lès-Berrieux
2;Aisne;201;1ère circonscription;02350;Goudelancourt-lès-Pierrepont
2;Aisne;201;1ère circonscription;02354;Grandrieux
2;Aisne;201;1ère circonscription;02360;Villeneuve-sur-Aisne
2;Aisne;201;1ère circonscription;02364;Guyencourt
2;Aisne;201;1ère circonscription;02396;Jumigny
2;Aisne;201;1ère circonscription;02399;Juvincourt-et-Damary
2;Aisne;201;1ère circonscription;02407;Laniscourt
2;Aisne;201;1ère circonscription;02408;Laon
2;Aisne;201;1ère circonscription;02409;Lappion
2;Aisne;201;1ère circonscription;02413;Laval-en-Laonnois
2;Aisne;201;1ère circonscription;02429;Lierval
2;Aisne;201;1ère circonscription;02430;Liesse-Notre-Dame
2;Aisne;201;1ère circonscription;02433;Lislet
2;Aisne;201;1ère circonscription;02440;Lor
2;Aisne;201;1ère circonscription;02448;Mâchecourt
2;Aisne;201;1ère circonscription;02453;Maizy
2;Aisne;201;1ère circonscription;02454;La Malmaison
2;Aisne;201;1ère circonscription;02457;Marchais
2;Aisne;201;1ère circonscription;02471;Martigny-Courpierre
