Civilite;Nom;Prenom;Mandat;Circonscription;Departement;Candidat_parrainage;Date
Mme;POIZAT;Florence;Maire;Lies;Hautes-Pyrénées;MÉLENCHON Jean-Luc;2022
M.;VIAU;Philippe;Maire;Marsas;Hautes-Pyrénées;MÉLENCHON Jean-Luc;2022
Mme;BOTEBOL;Claudine;Maire;Boule-d'Amont;Pyrénées-Orientales;MÉLENCHON Jean-Luc;2022
Mme;DRAGUÉ;Céline;Maire;Glorianes;Pyrénées-Orientales;MÉLENCHON Jean-Luc;2022
M.;MAHIEUX;Eric;Maire;Baillestavy;Pyrénées-Orientales;MÉLENCHON Jean-Luc;2022
M.;MANGENET;Romain;Maire;Saales;Bas-Rhin;MÉLENCHON Jean-Luc;2022
M.;WUNENBURGER;René;Maire;Griesheim-sur-Souffel;Bas-Rhin;MÉLENCHON Jean-Luc;2022
M.;DE BUSSY;Jacques;Maire;Ranchal;Rhône;MÉLENCHON Jean-Luc;2022
M.;DOGANEL;Izzet;Conseiller métropolitain de Lyon;;Rhône;MÉLENCHON Jean-Luc;2022
M.;GEORGES;Philippe;Maire;Marchampt;Rhône;MÉLENCHON Jean-Luc;2022
M.;ALBIN;Michel;Maire;Ray-sur-Saône;Haute-Saône;MÉLENCHON Jean-Luc;2022
M.;DÉSIRÉ;Michel;Maire;Passavant-la-Rochère;Haute-Saône;MÉLENCHON Jean-Luc;2022
Mme;FRANCK-GRANDIDIER;Isabelle;Maire;Auxon;Haute-Saône;MÉLENCHON Jean-Luc;2022
Mme;POIROT;Stéphanie;Maire;Saint-Sulpice;Haute-Saône;MÉLENCHON Jean-Luc;2022
Mme;BERTRAND;Catherine;Maire;Salornay-sur-Guye;Saône-et-Loire;MÉLENCHON Jean-Luc;2022
Mme;DAUBY;Véronique;Maire;Nanton;Saône-et-Loire;MÉLENCHON Jean-Luc;2022
Mme;ZENITER;Brigitte;Maire;Champfleur;Sarthe;MÉLENCHON Jean-Luc;2022
M.;PARAVY;Jean-Claude;Maire;Saint-Genix-les-Villages;Savoie;MÉLENCHON Jean-Luc;2022
M.;JACQUIER;Olivier;Maire;Bons-en-Chablais;Haute-Savoie;MÉLENCHON Jean-Luc;2022
M.;MORAND;Georges;Maire;Sallanches;Haute-Savoie;MÉLENCHON Jean-Luc;2022
Mme;LIENEMANN;Marie-Noëlle;Sénatrice;;Paris;MÉLENCHON Jean-Luc;2022
M.;BARBIER;Michel;Maire;Eu;Seine-Maritime;MÉLENCHON Jean-Luc;2022
M.;BOUILLON;Christophe;Maire;Barentin;Seine-Maritime;MÉLENCHON Jean-Luc;2022
M.;DEMAZURE;Julien;Maire;La Neuville-Chant-d'Oisel;Seine-Maritime;MÉLENCHON Jean-Luc;2022
Mme;DUPARC;Fabienne;Maire;Notre-Dame-de-Bliquetuit;Seine-Maritime;MÉLENCHON Jean-Luc;2022
M.;FACQUE;Eddie;Maire;Flocques;Seine-Maritime;MÉLENCHON Jean-Luc;2022
Mme;FOURNIER;Maryline;Maire;Arques-la-Bataille;Seine-Maritime;MÉLENCHON Jean-Luc;2022
M.;JACQUES;Laurent;Maire;Le Tréport;Seine-Maritime;MÉLENCHON Jean-Luc;2022
M.;MARCHE;Frédéric;Maire;Cléon;Seine-Maritime;MÉLENCHON Jean-Luc;2022
M.;GENON;Fabrice;Maire;Jutigny;Seine-et-Marne;MÉLENCHON Jean-Luc;2022
M.;HOUILLON;Bertrand;Maire;Magny-les-Hameaux;Yvelines;MÉLENCHON Jean-Luc;2022
M.;LAMBERT;Sylvain;Maire;Rochefort-en-Yvelines;Yvelines;MÉLENCHON Jean-Luc;2022
M.;VALERY;Nicolas;Maire;Secondigné-sur-Belle;Deux-Sèvres;MÉLENCHON Jean-Luc;2022
M.;BOULOGNE;Christophe;Conseiller départemental;;Somme;MÉLENCHON Jean-Luc;2022
M.;BULCOURT;Marc;Maire;Bacouel-sur-Selle;Somme;MÉLENCHON Jean-Luc;2022
M.;DELOISON;Stéphane;Maire;Fontaine-sur-Somme;Somme;MÉLENCHON Jean-Luc;2022
M.;KUSNIERAK;Ludovic;Maire;Guillaucourt;Somme;MÉLENCHON Jean-Luc;2022
M.;SURHOMME;Alain;Maire;Esclainvillers;Somme;MÉLENCHON Jean-Luc;2022
M.;BAZART;Laurent;Maire;Moulayrès;Tarn;MÉLENCHON Jean-Luc;2022
M.;BERTHON;Alain;Maire;Fiac;Tarn;MÉLENCHON Jean-Luc;2022
Mme;VINCENT;Michèle;Maire;Labastide-Rouairoux;Tarn;MÉLENCHON Jean-Luc;2022
M.;GARRON;André;Maire;Solliès-Pont;Var;MÉLENCHON Jean-Luc;2022
M.;ROUX;Jean-Paul;Maire;Le Bourguet;Var;MÉLENCHON Jean-Luc;2022
M.;BATOUX;Philippe;Maire;Mérindol;Vaucluse;MÉLENCHON Jean-Luc;2022
M.;GERAULT;Jean Pierre;Maire;Oppède;Vaucluse;MÉLENCHON Jean-Luc;2022
M.;ILLE;François;Maire;Le Beaucet;Vaucluse;MÉLENCHON Jean-Luc;2022
M.;ARGENTON;Gérard;Maire;Liglet;Vienne;MÉLENCHON Jean-Luc;2022
M.;BOISSEAU;Christian;Maire délégué d'une commune associée ou d'une commune déléguée;Saint-Martin-la-Pallu;Vienne;MÉLENCHON Jean-Luc;2022
Mme;LHOMME LEOMENT;Jacqueline;Conseillère départementale;;Haute-Vienne;MÉLENCHON Jean-Luc;2022
M.;MOUGENEL;Alain;Maire;Aulnois;Vosges;MÉLENCHON Jean-Luc;2022
M.;NARDIN;Patrick;Maire;Épinal;Vosges;MÉLENCHON Jean-Luc;2022
M.;SÉJOURNÉ;Yves;Maire;Mirecourt;Vosges;MÉLENCHON Jean-Luc;2022
M.;THOMAS;Jean-Louis;Maire;Pouxeux;Vosges;MÉLENCHON Jean-Luc;2022
M.;VERPOEST;Didier;Maire;Vervezelle;Vosges;MÉLENCHON Jean-Luc;2022
M.;MASSOL;Bernard;Maire;Girolles;Yonne;MÉLENCHON Jean-Luc;2022
Mme;RANGDET;Christina;Maire;Courlon-sur-Yonne;Yonne;MÉLENCHON Jean-Luc;2022
M.;DUPREZ;Jean-Jacques;Maire;Lebetain;Territoire de Belfort;MÉLENCHON Jean-Luc;2022
M.;JEANNIN;Dominique;Maire;Essert;Territoire de Belfort;MÉLENCHON Jean-Luc;2022
M.;TRELA;Dominique;Maire;Boron;Territoire de Belfort;MÉLENCHON Jean-Luc;2022
Mme;LEGUICHER;Fabienne;Maire;La Norville;Essonne;MÉLENCHON Jean-Luc;2022
M.;CAPO-CANELLAS;Vincent;Sénateur;;Seine-Saint-Denis;MÉLENCHON Jean-Luc;2022
M.;GNABALY;Mohamed;Maire;L'Île-Saint-Denis;Seine-Saint-Denis;MÉLENCHON Jean-Luc;2022
M.;GAUTRAIS;Jean-Philippe;Maire;Fontenay-sous-Bois;Val-de-Marne;MÉLENCHON Jean-Luc;2022
M.;TMIMI;Hocine;Conseiller départemental;;Val-de-Marne;MÉLENCHON Jean-Luc;2022
M.;JIMENEZ;Benoît;Maire;Garges-lès-Gonesse;Val-d'Oise;MÉLENCHON Jean-Luc;2022
M.;LACOUX;Michel;Maire;Bouffémont;Val-d'Oise;MÉLENCHON Jean-Luc;2022
Mme;BOREL-LINCERTIN;Josette;Conseillère régionale;Guadeloupe;Guadeloupe;MÉLENCHON Jean-Luc;2022
Mme;CHAMMOUGOM ANNO;Sylvie;Conseillère régionale;Guadeloupe;Guadeloupe;MÉLENCHON Jean-Luc;2022
Mme;ALCIN;Sherly;Membre d'une assemblée d'une collectivité territoriale d'outre-mer à statut particulier;;Guyane;MÉLENCHON Jean-Luc;2022
M.;ALEXANDER;Lucien;Membre d'une assemblée d'une collectivité territoriale d'outre-mer à statut particulier;;Guyane;MÉLENCHON Jean-Luc;2022
M.;BAGADI;François;Membre d'une assemblée d'une collectivité territoriale d'outre-mer à statut particulier;;Guyane;MÉLENCHON Jean-Luc;2022
Mme;BARBE;Christiane;Membre d'une assemblée d'une collectivité territoriale d'outre-mer à statut particulier;;Guyane;MÉLENCHON Jean-Luc;2022
M.;BOUBA;Philippe;Membre d'une assemblée d'une collectivité territoriale d'outre-mer à statut particulier;;Guyane;MÉLENCHON Jean-Luc;2022
M.;COSSET;Patrick;Membre d'une assemblée d'une collectivité territoriale d'outre-mer à statut particulier;;Guyane;MÉLENCHON Jean-Luc;2022
M.;NOKO;Christian;Membre d'une assemblée d'une collectivité territoriale d'outre-mer à statut particulier;;Guyane;MÉLENCHON Jean-Luc;2022
Mme;RATTIER;Marie Lucienne;Membre d'une assemblée d'une collectivité territoriale d'outre-mer à statut particulier;;Guyane;MÉLENCHON Jean-Luc;2022
Mme;ROBINSON CHOCHO;Annie;Membre d'une assemblée d'une collectivité territoriale d'outre-mer à statut particulier;;Guyane;MÉLENCHON Jean-Luc;2022
Mme;VERNET;Isabelle;Membre d'une assemblée d'une collectivité territoriale d'outre-mer à statut particulier;;Guyane;MÉLENCHON Jean-Luc;2022
M.;YAWALOU;Laurent;Maire;Camopi;Guyane;MÉLENCHON Jean-Luc;2022
M.;BERTILE;Wilfrid;Conseiller régional;La Réunion;La Réunion;MÉLENCHON Jean-Luc;2022
Mme;CORBIERE;Evelyne;Conseillère régionale;La Réunion;La Réunion;MÉLENCHON Jean-Luc;2022
M.;MARATCHIA;Jean-Bernard;Conseiller régional;La Réunion;La Réunion;MÉLENCHON Jean-Luc;2022
M.;MUSSARD;Harry;Conseiller départemental;;La Réunion;MÉLENCHON Jean-Luc;2022
Mme;NATIVEL;Lorraine;Conseillère régionale;La Réunion;La Réunion;MÉLENCHON Jean-Luc;2022
Mme;PROFIL;Patricia;Conseillère régionale;La Réunion;La Réunion;MÉLENCHON Jean-Luc;2022
Mme;HELENE;Catherine;Membre d'une assemblée d'une collectivité territoriale d'outre-mer à statut particulier;;Saint-Pierre-et-Miquelon;MÉLENCHON Jean-Luc;2022
M.;BROTHERSON;Moetai;Député;3ème circonscription;Polynésie française;MÉLENCHON Jean-Luc;2022
Mme;KALOI EP BEARUNE;Isabelle;Membre d'une assemblée d'une collectivité territoriale d'outre-mer à statut particulier;;Nouvelle-Calédonie;MÉLENCHON Jean-Luc;2022
M.;PABOUTY;Sylvain;Membre d'une assemblée d'une collectivité territoriale d'outre-mer à statut particulier;;Nouvelle-Calédonie;MÉLENCHON Jean-Luc;2022
Mme;BELBACHIR-BELCAID;Khadija;Conseillère à l'Assemblée des Français de l'étranger;Afrique du Nord;Français de l'étranger;MÉLENCHON Jean-Luc;2022
Mme;CAVIGNAC;Julie;Présidente du conseil consulaire;Brésil - 1re circonscription (avec Suriname);Français de l'étranger;MÉLENCHON Jean-Luc;2022
Mme;MONTINARD;Mélanie;Présidente du conseil consulaire;Brésil - 2e circonscription;Français de l'étranger;MÉLENCHON Jean-Luc;2022
Mme;OLIVIÉ;Gwenaelle;Présidente du conseil consulaire;Canada - 4e circonscription;Français de l'étranger;MÉLENCHON Jean-Luc;2022
Mme;SAMUEL-DAVID;Chantal;Présidente du conseil consulaire;Inde - 2e circonscription;Français de l'étranger;MÉLENCHON Jean-Luc;2022
M.;MAUREL;Emmanuel;Représentant français au Parlement européen;;Parlement européen;MÉLENCHON Jean-Luc;2022
M.;TONOLLI;Angelo;Conseiller départemental;;Somme;MEURICE Guillaume;2022
Mme;COGNARD;Isabelle;Conseillère départementale;;Côte-d'Or;MIGUET Nicolas;2022
M.;REBILLOU;Bernard;Maire;Saint-Félix-de-Foncaude;Gironde;MIGUET Nicolas;2022
M.;VAUTRIN;Luc;Maire;Mareilles;Haute-Marne;MIGUET Nicolas;2022
M.;DAVID;Jean Pierre;Maire;Flirey;Meurthe-et-Moselle;MIGUET Nicolas;2022
M.;GUILLET;Denis;Maire;Les Menus;Orne;MIGUET Nicolas;2022
M.;BARBEROT;Jean-Paul;Maire;Menoux;Haute-Saône;MIGUET Nicolas;2022
M.;PARIS;Dany;Maire;Vallon-sur-Gée;Sarthe;MIGUET Nicolas;2022
M.;BLANC;Gabriel;Maire;Feissons-sur-Salins;Savoie;MIGUET Nicolas;2022
Mme;CARPENTIER;Catherine;Maire;Grisy-les-Plâtres;Val-d'Oise;MIGUET Nicolas;2022
M.;RAPITEAU;Jean-Michel;Maire;Orignolles;Charente-Maritime;MONTSERRAT Paul;2022
M.;MORAND;Alexis;Conseiller départemental;;Ain;PÉCRESSE Valérie;2022
M.;VERNOUX;Bertrand;Maire;Replonges;Ain;PÉCRESSE Valérie;2022
M.;COUVREUR;Gérard;Maire;Missy-aux-Bois;Aisne;PÉCRESSE Valérie;2022
M.;BOUCHET;Jacques;Maire;Saint-Priest-d'Andelot;Allier;PÉCRESSE Valérie;2022
M.;LAURENT;Jean;Conseiller départemental;;Allier;PÉCRESSE Valérie;2022
Mme;CLAUZIER;Elisabeth;Maire;Remollon;Hautes-Alpes;PÉCRESSE Valérie;2022
M.;GRIMAUD;Roger;Maire;La Saulce;Hautes-Alpes;PÉCRESSE Valérie;2022
Mme;DEMAS;Patricia;Sénatrice;;Alpes-Maritimes;PÉCRESSE Valérie;2022
Mme;FRISON-ROCHE;Fleur;Conseillère départementale;;Alpes-Maritimes;PÉCRESSE Valérie;2022
M.;GALY;Richard;Maire;Mougins;Alpes-Maritimes;PÉCRESSE Valérie;2022
M.;OCCELLI;Thierry;Maire;Opio;Alpes-Maritimes;PÉCRESSE Valérie;2022
M.;OGEZ;Ismaël;Maire;Briançonnet;Alpes-Maritimes;PÉCRESSE Valérie;2022
Mme;PAGANIN;Michèle;Conseillère départementale;;Alpes-Maritimes;PÉCRESSE Valérie;2022
M.;RAFFAELE;Jean-Jacques;Maire;La Turbie;Alpes-Maritimes;PÉCRESSE Valérie;2022
M.;MICHEL;Jean-Marc;Maire;Les Vans;Ardèche;PÉCRESSE Valérie;2022
M.;TOURVIEILHE;Max;Conseiller départemental;;Ardèche;PÉCRESSE Valérie;2022
M.;COLLINET;Alban;Conseiller départemental;;Ardennes;PÉCRESSE Valérie;2022
M.;LAMÉNIE;Marc;Sénateur;;Ardennes;PÉCRESSE Valérie;2022
M.;DELAITRE;Guy;Maire;Montsuzain;Aube;PÉCRESSE Valérie;2022
Mme;DUPRÉ;Gaëlle;Conseillère régionale;Grand Est;Aube;PÉCRESSE Valérie;2022
M.;FATES;Hervé;Maire;Arsonval;Aube;PÉCRESSE Valérie;2022
M.;FEVRE;Jean-Claude;Maire;Nogent-sur-Aube;Aube;PÉCRESSE Valérie;2022
M.;MERCUZOT;Thierry;Maire;Essoyes;Aube;PÉCRESSE Valérie;2022
Mme;SOUCAT;Annie;Conseillère départementale;;Aube;PÉCRESSE Valérie;2022
Mme;VERGONNIER;Danièle;Maire;La Cresse;Aveyron;PÉCRESSE Valérie;2022
Mme;AYOT;Suzelle;Conseillère régionale;Provence-Alpes-Cote D'Azur;Bouches-du-Rhône;PÉCRESSE Valérie;2022
Mme;BERNASCONI;Sabine;Conseillère départementale;;Bouches-du-Rhône;PÉCRESSE Valérie;2022
M.;DAGORNE;Robert;Maire;Éguilles;Bouches-du-Rhône;PÉCRESSE Valérie;2022
M.;MERCIER;Arnaud;Maire;Venelles;Bouches-du-Rhône;PÉCRESSE Valérie;2022
Mme;RENOUF;Aminthe;Conseillère régionale;Normandie;Calvados;PÉCRESSE Valérie;2022
M.;VERMEULEN;Nicolas;Maire;Saint-Germain-le-Vasson;Calvados;PÉCRESSE Valérie;2022
M.;FEVRIER;Eric;Maire;Saint-Mamet-la-Salvetat;Cantal;PÉCRESSE Valérie;2022
M.;MALVEZIN;Pascal;Maire;Laroquebrou;Cantal;PÉCRESSE Valérie;2022
Mme;ZANCHI;Edwige;Maire;Mauriac;Cantal;PÉCRESSE Valérie;2022
Mme;GIRAUD;Marie-Noëlle;Maire;Coivert;Charente-Maritime;PÉCRESSE Valérie;2022
M.;SCHNEIDER;Alexandre;Maire;Pont-l'Abbé-d'Arnoult;Charente-Maritime;PÉCRESSE Valérie;2022
Mme;BARTOUT;Audrey;Conseillère départementale;;Corrèze;PÉCRESSE Valérie;2022
Mme;DUBOST;Ghislaine;Conseillère départementale;;Corrèze;PÉCRESSE Valérie;2022
M.;ESCURAT;Daniel;Maire;Chaveroche;Corrèze;PÉCRESSE Valérie;2022
M.;MONTEIL;Jean-Michel;Maire;Beynat;Corrèze;PÉCRESSE Valérie;2022
M.;RATELADE;François;Maire;Aix;Corrèze;PÉCRESSE Valérie;2022
Mme;MARIOTTI;Marie Thérèse;Membre de l'Assemblée de Corse;;Haute-Corse;PÉCRESSE Valérie;2022
Mme;MOUSSARD;Florence;Maire;Heuilley-sur-Saône;Côte-d'Or;PÉCRESSE Valérie;2022
M.;THOMAS;Denis;Conseiller départemental;;Côte-d'Or;PÉCRESSE Valérie;2022
M.;BRISEBARD;Claude;Maire;Longemaison;Doubs;PÉCRESSE Valérie;2022
M.;CUINET;Yves;Maire;Silley-Amancey;Doubs;PÉCRESSE Valérie;2022
M.;HENRIET;Fabien;Maire;Arçon;Doubs;PÉCRESSE Valérie;2022
M.;MARGUET;Gilbert;Maire;Gilley;Doubs;PÉCRESSE Valérie;2022
M.;PRETOT;Bernard;Maire;La Bosse;Doubs;PÉCRESSE Valérie;2022
M.;AVIAS;Jean-Michel;Maire;Bouchet;Drôme;PÉCRESSE Valérie;2022
M.;VILLETTE;Frédéric;Maire;Mouflaines;Eure;PÉCRESSE Valérie;2022
M.;PECQUENARD;Francis;Maire;La Chaussée-d'Ivry;Eure-et-Loir;PÉCRESSE Valérie;2022
Mme;CARROT-TANNEAU;Nathalie;Conseillère départementale;;Finistère;PÉCRESSE Valérie;2022
Mme;CHEVAUCHER;Aline;Conseillère départementale;;Finistère;PÉCRESSE Valérie;2022
M.;GOYAT;Daniel;Maire;La Forêt-Fouesnant;Finistère;PÉCRESSE Valérie;2022
Mme;HENAFF;Marie-Claire;Maire;Saint-Vougay;Finistère;PÉCRESSE Valérie;2022
M.;MOUNIER;Gilles;Conseiller départemental;;Finistère;PÉCRESSE Valérie;2022
M.;OGOR;Pierre;Maire;Guilers;Finistère;PÉCRESSE Valérie;2022
Mme;PEYRIC;Marie-Christine;Conseillère départementale;;Gard;PÉCRESSE Valérie;2022
M.;FOURCASSIER;Thierry;Maire;Saint-Jory;Haute-Garonne;PÉCRESSE Valérie;2022
Mme;ANTOUN;May;Conseillère départementale;;Gironde;PÉCRESSE Valérie;2022
M.;BACHELLERIE;Bernard;Maire;Vineuil;Indre;PÉCRESSE Valérie;2022
Mme;GERVÈS;Valérie;Conseillère départementale;;Indre-et-Loire;PÉCRESSE Valérie;2022
M.;MARTEGOUTTE;Etienne;Conseiller départemental;;Indre-et-Loire;PÉCRESSE Valérie;2022
M.;BAILE;Henri;Conseiller régional;Auvergne-Rhône-Alpes;Isère;PÉCRESSE Valérie;2022
Mme;BARDIN-RABATEL;Geraldine;Conseillère régionale;Auvergne-Rhône-Alpes;Isère;PÉCRESSE Valérie;2022
Mme;BLANC VOUTIER;Mireille;Conseillère départementale;;Isère;PÉCRESSE Valérie;2022
M.;BONNARD;Olivier;Conseiller départemental;;Isère;PÉCRESSE Valérie;2022
M.;BONNIER;Eric;Conseiller régional;Auvergne-Rhône-Alpes;Isère;PÉCRESSE Valérie;2022
Mme;DEZARNAUD;Sylvie;Conseillère régionale;Auvergne-Rhône-Alpes;Isère;PÉCRESSE Valérie;2022
M.;MOCELLIN;Raphaël;Conseiller régional;Auvergne-Rhône-Alpes;Isère;PÉCRESSE Valérie;2022
M.;REBBOAH;Sidney;Maire;Allevard;Isère;PÉCRESSE Valérie;2022
Mme;VERNAY;Aurélie;Conseillère départementale;;Isère;PÉCRESSE Valérie;2022
M.;VEYRON;Michel;Maire;Saint-Étienne-de-Saint-Geoirs;Isère;PÉCRESSE Valérie;2022
M.;ROBERT;Jean-Claude;Maire;Auxange;Jura;PÉCRESSE Valérie;2022
Mme;EYRAUD;Catherine;Maire;Marclopt;Loire;PÉCRESSE Valérie;2022
Mme;AVININ;Nathalie;Maire;Espalem;Haute-Loire;PÉCRESSE Valérie;2022
M.;REYNAUD;Jean-Louis;Maire;Landos;Haute-Loire;PÉCRESSE Valérie;2022
Mme;LAMBERTHON;Anne-Sophie;Conseillère régionale;Pays De La Loire;Loire-Atlantique;PÉCRESSE Valérie;2022
M.;GROUARD;Serge;Maire;Orléans;Loiret;PÉCRESSE Valérie;2022
Mme;GOUKASSOW;Véronique;Conseillère départementale;;Maine-et-Loire;PÉCRESSE Valérie;2022
Mme;LEROY;Isabelle;Conseillère régionale;Pays De La Loire;Maine-et-Loire;PÉCRESSE Valérie;2022
M.;PINEAU;François;Maire délégué d'une commune associée ou d'une commune déléguée;Lys-Haut-Layon;Maine-et-Loire;PÉCRESSE Valérie;2022
Mme;RIOU;Yamina;Conseillère régionale;Pays De La Loire;Maine-et-Loire;PÉCRESSE Valérie;2022
M.;TAUGOURDEAU;Jean-Charles;Maire;Beaufort-en-Anjou;Maine-et-Loire;PÉCRESSE Valérie;2022
M.;TOURON;Éric;Conseiller régional;Pays De La Loire;Maine-et-Loire;PÉCRESSE Valérie;2022
M.;MAUGER;Michel;Maire;Barfleur;Manche;PÉCRESSE Valérie;2022
Mme;FRANZIN;Christine;Conseillère départementale;;Marne;PÉCRESSE Valérie;2022
Mme;LEBRUN DAVID;Thérèse;Maire;Boursault;Marne;PÉCRESSE Valérie;2022
Mme;ROZE;Marie;Maire;Merfy;Marne;PÉCRESSE Valérie;2022
Mme;CHALUS;Nathalie;Maire;Noidant-le-Rocheux;Haute-Marne;PÉCRESSE Valérie;2022
M.;HORIOT;Jacky;Maire;Vicq;Haute-Marne;PÉCRESSE Valérie;2022
M.;PETTINI;Jean-Michel;Maire délégué d'une commune associée ou d'une commune déléguée;Nogent;Haute-Marne;PÉCRESSE Valérie;2022
Mme;LASSUS;Anne;Conseillère régionale;Grand Est;Meurthe-et-Moselle;PÉCRESSE Valérie;2022
M.;POIRSON;Henri;Maire;Dieulouard;Meurthe-et-Moselle;PÉCRESSE Valérie;2022
M.;DENOYELLE;Sylvain;Maire;Nonsard-Lamarche;Meuse;PÉCRESSE Valérie;2022
M.;END;Jérôme;Conseiller régional;Grand Est;Moselle;PÉCRESSE Valérie;2022
M.;SCHOTT;Philippe;Maire;Arzviller;Moselle;PÉCRESSE Valérie;2022
Mme;DÉPREZ;Marie-Jo;Maire;Clary;Nord;PÉCRESSE Valérie;2022
Mme;DEVOS;Carole;Conseillère départementale;;Nord;PÉCRESSE Valérie;2022
Mme;DIAS;Teresa;Maire;Monceaux;Oise;PÉCRESSE Valérie;2022
Mme;WOJTOWIEZ;Isabelle;Maire;Chantilly;Oise;PÉCRESSE Valérie;2022
Mme;DOUVRY;Sophie;Conseillère départementale;;Orne;PÉCRESSE Valérie;2022
M.;HOULLE;Pascal;Maire délégué d'une commune associée ou d'une commune déléguée;Charencey;Orne;PÉCRESSE Valérie;2022
Mme;MÉTAYER;Béatrice;Conseillère départementale;;Orne;PÉCRESSE Valérie;2022
Mme;RADENAC;Christelle;Conseillère départementale;;Orne;PÉCRESSE Valérie;2022
M.;ELAZOUZI;Hakim;Conseiller régional;Hauts-De-France;Pas-de-Calais;PÉCRESSE Valérie;2022
M.;BOURNAT;Didier;Maire;Moureuille;Puy-de-Dôme;PÉCRESSE Valérie;2022
Mme;DUBESSY;Florence;Conseillère régionale;Auvergne-Rhône-Alpes;Puy-de-Dôme;PÉCRESSE Valérie;2022
M.;ADAM;Jean;Maire;Erckartswiller;Bas-Rhin;PÉCRESSE Valérie;2022
M.;MICHEL;Roland;Maire;Wiwersheim;Bas-Rhin;PÉCRESSE Valérie;2022
M.;ROHRBACH;Eddy;Maire;Weyer;Bas-Rhin;PÉCRESSE Valérie;2022
M.;BIHL;Pierre;Conseiller départemental;;Haut-Rhin;PÉCRESSE Valérie;2022
M.;HEMEDINGER;Yves;Député;1ère circonscription;Haut-Rhin;PÉCRESSE Valérie;2022
M.;ZELLER;Thomas;Maire;Hégenheim;Haut-Rhin;PÉCRESSE Valérie;2022
Mme;SARSELLI;Véronique;Maire;Sainte-Foy-lès-Lyon;Rhône;PÉCRESSE Valérie;2022
Mme;STARON;Catherine;Maire;Vourles;Rhône;PÉCRESSE Valérie;2022
M.;CHEVALIER;Daniel;Conseiller départemental;;Sarthe;PÉCRESSE Valérie;2022
M.;LE MENER;Dominique;Conseiller départemental;;Sarthe;PÉCRESSE Valérie;2022
M.;MERCIER;Marc;Maire;Saint-Calais;Sarthe;PÉCRESSE Valérie;2022
M.;FRISON-ROCHE;Christian;Maire;Beaufort;Savoie;PÉCRESSE Valérie;2022
M.;GRAVIER;Fabien;Maire délégué d'une commune associée ou d'une commune déléguée;Val-Cenis;Savoie;PÉCRESSE Valérie;2022
M.;DELSANTE;Serge;Conseiller régional;Auvergne-Rhône-Alpes;Haute-Savoie;PÉCRESSE Valérie;2022
Mme;DUVAND;Florence;Conseillère régionale;Auvergne-Rhône-Alpes;Haute-Savoie;PÉCRESSE Valérie;2022
M.;GYSELINCK;Fabrice;Maire;Thyez;Haute-Savoie;PÉCRESSE Valérie;2022
Mme;JULLIEN-BRECHES;Catherine;Maire;Megève;Haute-Savoie;PÉCRESSE Valérie;2022
M.;MÂCHARD;Jean-Yves;Maire;Vanzy;Haute-Savoie;PÉCRESSE Valérie;2022
Mme;BOULAY-ESPERONNIER;Céline;Sénatrice;;Paris;PÉCRESSE Valérie;2022
Mme;DATI;Rachida;Maire d'arrondissement;;Paris;PÉCRESSE Valérie;2022
Mme;LAHOUASSA;Anessa;Conseillère de Paris;;Paris;PÉCRESSE Valérie;2022
M.;LORIAU;Jérôme;Conseiller de Paris;;Paris;PÉCRESSE Valérie;2022
M.;BURETTE;Alain;Maire;Saint-Germain-des-Essourts;Seine-Maritime;PÉCRESSE Valérie;2022
M.;HERBET;Eric;Conseiller régional;Normandie;Seine-Maritime;PÉCRESSE Valérie;2022
M.;PICARD;Eric;Maire;Gournay-en-Bray;Seine-Maritime;PÉCRESSE Valérie;2022
Mme;AUZIAS;Stéphanie;Maire;Annet-sur-Marne;Seine-et-Marne;PÉCRESSE Valérie;2022
M.;BLANCHARD;Flavien;Maire;Rupéreux;Seine-et-Marne;PÉCRESSE Valérie;2022
Mme;CHAGNAT;Véronique;Maire;Boissise-le-Roi;Seine-et-Marne;PÉCRESSE Valérie;2022
M.;MOULIE;Bruno;Maire;Aufferville;Seine-et-Marne;PÉCRESSE Valérie;2022
M.;ROBACHE;Christian;Maire;Montévrain;Seine-et-Marne;PÉCRESSE Valérie;2022
M.;VAN LANDEGHEM;Jean-Marie;Maire;Bassevelle;Seine-et-Marne;PÉCRESSE Valérie;2022
M.;TURPIN;Dominique;Maire;Nézel;Yvelines;PÉCRESSE Valérie;2022
Mme;DELÉTRÉ;Margaux;Conseillère départementale;;Somme;PÉCRESSE Valérie;2022
M.;VITRY;Claude;Maire;Poulainville;Somme;PÉCRESSE Valérie;2022
M.;ALBUGUES;Mathieu;Conseiller départemental;;Tarn-et-Garonne;PÉCRESSE Valérie;2022
M.;PECOU;Bernard;Conseiller départemental;;Tarn-et-Garonne;PÉCRESSE Valérie;2022
Mme;LAROCHE;Aurore;Conseillère régionale;Provence-Alpes-Cote D'Azur;Var;PÉCRESSE Valérie;2022
Mme;LENOIR;Véronique;Conseillère départementale;;Var;PÉCRESSE Valérie;2022
M.;VIALATTE;Jean Sébastien;Maire;Six-Fours-les-Plages;Var;PÉCRESSE Valérie;2022
M.;VINCENT;Gilles;Maire;Saint-Mandrier-sur-Mer;Var;PÉCRESSE Valérie;2022
M.;AILLAUD;Jean;Conseiller régional;Provence-Alpes-Cote D'Azur;Vaucluse;PÉCRESSE Valérie;2022
Mme;BARDET;Anne-Marie;Maire;Sarrians;Vaucluse;PÉCRESSE Valérie;2022
